iter	Passed	Remaining
1662	41314	33215
1663	41340	33191
1664	41366	33167
1665	41395	33145
1666	41422	33123
1667	41443	33095
1668	41470	33071
1669	41495	33047
1670	41520	33022
1671	41542	32995
1672	41564	32968
1673	41584	32939
1674	41607	32913
1675	41631	32887
1676	41653	32860
1677	41673	32832
1678	41693	32803
1679	41720	32780
1680	41741	32752
1681	41765	32726
1682	41787	32699
1683	41808	32672
1684	41834	32648
1685	41858	32623
1686	41883	32598
1687	41909	32574
1688	41937	32552
1689	41962	32526
1690	41995	32508
1691	42018	32482
1692	42043	32457
1693	42071	32434
1694	42095	32409
1695	42120	32385
1696	42144	32359
1697	42167	32333
1698	42195	32310
1699	42218	32284
1700	42244	32260
1701	42268	32235
1702	42291	32209
1703	42315	32183
1704	42339	32158
1705	42367	32136
1706	42395	32113
1707	42418	32086
1708	42444	32062
1709	42473	32041
1710	42494	32013
1711	42518	31987
1712	42541	31961
1713	42565	31936
1714	42586	31908
1715	42611	31883
1716	42636	31859
1717	42661	31834
1718	42686	31809
1719	42709	31784
1720	42735	31759
1721	42757	31732
1722	42778	31704
1723	42803	31680
1724	42828	31655
1725	42849	31627
1726	42871	31601
1727	42900	31579
1728	42923	31553
1729	42951	31530
1730	42981	31510
1731	43010	31487
1732	43039	31465
1733	43062	31439
1734	43085	31413
1735	43114	31391
1736	43146	31372
1737	43172	31348
1738	43198	31324
1739	43228	31303
1740	43251	31277
1741	43275	31251
1742	43300	31227
1743	43326	31203
1744	43352	31179
1745	43376	31153
1746	43398	31126
1747	43420	31099
1748	43442	31072
1749	43466	31047
1750	43491	31022
1751	43513	30995
1752	43534	30968
1753	43559	30943
1754	43580	30916
1755	43601	30888
1756	43625	30863
1757	43645	30835
1758	43669	30809
1759	43691	30782
1760	43719	30760
1761	43742	30733
1762	43761	30705
1763	43785	30679
1764	43810	30655
1765	43831	30627
1766	43854	30601
1767	43875	30573
1768	43899	30548
1769	43925	30524
1770	43952	30500
1771	43981	30479
1772	44009	30456
1773	44032	30430
1774	44057	30405
1775	44079	30378
1776	44102	30353
1777	44127	30328
1778	44157	30306
1779	44180	30281
1780	44208	30258
1781	44237	30236
1782	44266	30214
1783	44292	30190
1784	44319	30167
1785	44341	30140
1786	44364	30114
1787	44393	30092
1788	44417	30066
1789	44440	30040
1790	44464	30015
1791	44486	29988
1792	44506	29960
1793	44528	29933
1794	44553	29909
1795	44578	29884
1796	44599	29857
1797	44621	29830
1798	44647	29806
1799	44669	29779
1800	44694	29754
1801	44718	29729
1802	44742	29704
1803	44767	29679
1804	44788	29652
1805	44812	29626
1806	44832	29599
1807	44854	29572
1808	44878	29547
1809	44908	29525
1810	44934	29501
1811	44963	29479
1812	44992	29457
1813	45020	29434
1814	45047	29411
1815	45074	29387
1816	45100	29363
1817	45130	29342
1818	45157	29318
1819	45182	29294
1820	45206	29268
1821	45234	29246
1822	45257	29219
1823	45284	29196
1824	45312	29173
1825	45339	29150
1826	45368	29128
1827	45398	29106
1828	45428	29085
1829	45452	29059
1830	45474	29033
1831	45496	29006
1832	45518	28979
1833	45541	28954
1834	45562	28926
