iter	Logloss
589	0.3440018628
590	0.3439977548
591	0.3439941866
592	0.3439902646
593	0.3439838678
594	0.343978699
595	0.3439741821
596	0.343966702
597	0.3439534993
598	0.3439255956
599	0.3439192817
600	0.343911946
601	0.3439043829
602	0.3438887326
603	0.3438830818
604	0.3438765264
605	0.3438679093
606	0.3438611108
607	0.3438540602
608	0.3438511326
609	0.3438438239
610	0.3438307196
611	0.343825671
612	0.3438221293
613	0.343789763
614	0.3437845515
615	0.3437795746
616	0.3437736625
617	0.3437681785
618	0.3437637986
619	0.3437588484
620	0.3437498946
621	0.343743775
622	0.3437359729
623	0.3437326881
624	0.3437291192
625	0.3437220622
626	0.34371665
627	0.3437088034
628	0.3437001942
629	0.3436956784
630	0.3436866065
631	0.3436806962
632	0.3436737587
633	0.343668951
634	0.34366488
635	0.3436604257
636	0.3436544328
637	0.3436484715
638	0.3436421629
639	0.343636861
640	0.3436301397
641	0.3436194916
642	0.3436137664
643	0.3436072295
644	0.3436014191
645	0.3435966532
646	0.3435920436
647	0.3435848236
648	0.3435792581
649	0.3435724412
650	0.3435681637
651	0.343564529
652	0.3435605901
653	0.3435540234
654	0.3435490227
655	0.3435448808
656	0.3435378547
657	0.3435206991
658	0.34350519
659	0.3434997882
660	0.3434955895
661	0.3434892735
662	0.3434848589
663	0.3434801292
664	0.3434718519
665	0.3434686038
666	0.3434642252
667	0.3434565775
668	0.3434517894
669	0.3434463368
670	0.3434385913
671	0.3434326855
672	0.3434282105
673	0.3434259453
674	0.3434225072
675	0.3434115304
676	0.3434057155
677	0.3433993555
678	0.3433936722
679	0.3433808582
680	0.3433769009
681	0.3433735274
682	0.3433661749
683	0.3433616973
684	0.3433556601
685	0.343350788
686	0.3433447035
687	0.3433416487
688	0.3433362052
689	0.3433321125
690	0.343326609
691	0.3433198881
692	0.3433164903
693	0.3433098308
694	0.3433049553
695	0.3432965971
696	0.3432915338
697	0.3432835489
698	0.3432768824
699	0.3432741929
700	0.3432718324
701	0.3432680218
702	0.3432609133
703	0.3432578921
704	0.343252601
705	0.3432475916
706	0.3432439781
707	0.3432400591
708	0.3432343064
709	0.3432216107
710	0.3432166228
711	0.3432118817
712	0.3432075269
713	0.3432006057
714	0.3431960209
715	0.3431901635
716	0.3431850771
717	0.3431783125
718	0.3431743926
719	0.343168148
720	0.3431628802
721	0.3431554853
722	0.3431511937
723	0.3431479027
724	0.3431428799
725	0.3431392028
726	0.3431139311
727	0.3431099014
728	0.3431034033
729	0.343099953
730	0.343096075
731	0.3430905743
732	0.3430861592
733	0.3430657791
734	0.3430621046
735	0.3430589726
736	0.3430546686
737	0.3430483275
738	0.3430173251
739	0.3430121521
740	0.3430075777
741	0.3430027368
742	0.3429993209
743	0.3429963747
744	0.3429906313
745	0.3429866547
746	0.3429809302
747	0.3429759363
748	0.3429717172
749	0.3429654357
750	0.3429624885
751	0.3429560404
752	0.3429494331
753	0.3429436638
754	0.342936105
755	0.3429322304
756	0.3429257551
757	0.3429200209
758	0.3429129847
759	0.3429041889
760	0.3429000024
761	0.3428925056
762	0.3428884835
763	0.3428844376
764	0.3428807821
765	0.3428753726
766	0.3428692041
767	0.3428613432
768	0.342857225
769	0.3428529402
770	0.3428487474
771	0.3428451465
772	0.3428408855
773	0.342836708
774	0.342830193
775	0.3428238086
776	0.3428197196
777	0.3428143496
778	0.3428105747
779	0.3428037008
780	0.3428016466
781	0.342796532
782	0.3427909518
783	0.3427849014
784	0.3427781226
785	0.3427560823
786	0.3427504404
787	0.3427470691
788	0.3427408087
789	0.3427338664
790	0.3427297056
791	0.3427258741
792	0.3427227165
793	0.3427201192
794	0.3427144512
795	0.3427072878
796	0.3427051041
797	0.3426981199
798	0.3426938869
799	0.3426892426
800	0.3426844029
801	0.3426791835
802	0.3426756306
803	0.3426700763
804	0.3426658966
805	0.342660858
806	0.342656665
807	0.3426521967
808	0.3426474683
809	0.342640308
810	0.3426361506
811	0.3426192213
812	0.3426140563
813	0.3426098839
814	0.3426032367
815	0.3425974178
816	0.3425914286
817	0.3425879256
818	0.3425783092
819	0.3425736106
820	0.342570136
821	0.3425669768
822	0.3425634111
823	0.3425573575
824	0.3425519704
825	0.3425451513
826	0.3425397446
827	0.3425355243
828	0.3425278714
829	0.3425214004
830	0.3425171877
831	0.3425137409
832	0.3425056766
833	0.342502126
834	0.3424965692
835	0.3424924887
836	0.3424880878
837	0.3424864958
838	0.3424793619
839	0.3424755494
840	0.3424724357
841	0.3424694542
842	0.3424632249
843	0.3424594771
844	0.3424564461
845	0.3424524323
846	0.3424466419
847	0.3424396419
848	0.3424341512
849	0.3424294233
850	0.3424245988
851	0.3424206704
852	0.3424158727
853	0.3424074868
854	0.3424009547
855	0.3423986623
856	0.3423953385
857	0.3423890244
858	0.3423842884
859	0.342381068
860	0.3423783484
861	0.3423735568
862	0.3423703193
863	0.3423672768
864	0.3423639713
865	0.3423559931
866	0.3423514633
867	0.3423450898
868	0.3423379298
869	0.3423322557
870	0.3423286017
871	0.342325679
872	0.3423207765
873	0.3423033438
874	0.342287422
875	0.3422820571
876	0.3422775332
877	0.3422722396
878	0.3422692768
879	0.3422651769
880	0.3422545307
881	0.3422489466
882	0.3422440586
883	0.3422413378
884	0.3422349707
885	0.3422295037
886	0.3422250513
887	0.3422194078
888	0.3422167322
889	0.3422131142
890	0.3422091957
891	0.3422042052
892	0.3422007001
893	0.3421950225
894	0.3421903517
895	0.3421862897
896	0.3421827919
897	0.3421766442
898	0.3421712391
899	0.3421679923
900	0.3421640033
901	0.3421609665
902	0.342158513
903	0.3421546265
904	0.3421513507
905	0.3421463459
906	0.3421416603
907	0.3421359073
908	0.342131122
909	0.3421279852
910	0.3421243327
911	0.3421153623
912	0.3421114257
913	0.3421091868
914	0.3420815623
915	0.3420553457
916	0.3420524222
917	0.3420497155
918	0.3420453464
919	0.3420428975
920	0.3420378603
921	0.3420346679
922	0.342030043
923	0.3420259147
924	0.3420235906
925	0.3420202188
926	0.3420159312
927	0.3420121932
928	0.3420094602
929	0.3420046348
930	0.341998752
931	0.3419960443
932	0.3419917235
933	0.3419886341
934	0.3419844399
935	0.3419812157
936	0.3419767506
937	0.3419741842
938	0.3419714784
939	0.3419683149
940	0.3419644269
941	0.3419602604
942	0.3419562227
943	0.341952586
944	0.3419490468
945	0.3419448913
946	0.3419384991
947	0.3419341376
948	0.3419287914
949	0.3419239141
950	0.3419210962
951	0.3419174484
952	0.341912063
953	0.3419086656
954	0.3419051601
955	0.3418996378
956	0.341895852
957	0.3418789412
958	0.3418737884
959	0.3418701427
960	0.3418664805
961	0.3418619706
962	0.3418575914
963	0.341853144
964	0.3418512405
965	0.3418480476
966	0.3418449826
967	0.3418391589
968	0.3418310756
969	0.3418249101
970	0.3418218985
971	0.3418200591
972	0.3418154403
973	0.3418117459
974	0.3418084562
975	0.3418036835
976	0.3418009127
977	0.3417963055
978	0.3417941668
979	0.3417855811
980	0.3417833853
981	0.3417797545
982	0.3417716711
983	0.3417685112
984	0.3417654804
985	0.3417615308
986	0.3417573691
987	0.3417517995
988	0.3417493582
989	0.3417439085
990	0.341741896
991	0.3417372615
992	0.3417340227
993	0.3417293267
994	0.3417249349
995	0.3417213816
996	0.341717807
997	0.3417137687
998	0.3417098691
999	0.3417078353
1000	0.3417053717
1001	0.3417023861
1002	0.3416971869
1003	0.3416937206
1004	0.3416905565
1005	0.3416850966
1006	0.3416800142
1007	0.3416762353
1008	0.3416719516
1009	0.3416672285
1010	0.3416622509
1011	0.3416583903
1012	0.3416531077
1013	0.3416504907
1014	0.3416454091
1015	0.3416429441
1016	0.3416403475
1017	0.3416356937
1018	0.3416324338
1019	0.3416256768
1020	0.3416224045
1021	0.3416190539
1022	0.3416129977
1023	0.3416100345
1024	0.3416070444
1025	0.3416038388
1026	0.3416003408
1027	0.3415974192
1028	0.3415954666
1029	0.3415921684
1030	0.3415905309
1031	0.3415867067
1032	0.3415847661
1033	0.3415805734
1034	0.3415779696
1035	0.3415740077
1036	0.3415676035
1037	0.3415634874
1038	0.3415618119
1039	0.3415568711
1040	0.3415525479
1041	0.3415464789
1042	0.3415437465
1043	0.3415415337
1044	0.3415367529
1045	0.3415332623
1046	0.3415310238
1047	0.3415264037
1048	0.3415227704
1049	0.3415198266
1050	0.3415168632
1051	0.3415134156
1052	0.3415106406
1053	0.3415061321
1054	0.3415042125
1055	0.3415007245
1056	0.3414964557
1057	0.3414938065
1058	0.3414919859
1059	0.3414868136
1060	0.3414832044
1061	0.3414795241
1062	0.3414748474
1063	0.3414716592
1064	0.3414688751
1065	0.3414631126
1066	0.341460065
1067	0.3414574155
1068	0.3414520301
1069	0.3414468206
1070	0.3414443327
1071	0.3414378954
1072	0.3414337963
1073	0.3414279012
1074	0.3414243139
1075	0.3414191374
1076	0.341416972
1077	0.3414141156
1078	0.3414088651
1079	0.3414055747
1080	0.3414024654
1081	0.3413988963
1082	0.341396748
1083	0.3413936402
1084	0.3413828657
1085	0.341380461
1086	0.3413769529
1087	0.3413728729
1088	0.341370442
1089	0.3413654343
1090	0.3413612941
1091	0.3413563621
1092	0.3413510595
1093	0.3413479494
1094	0.3413443259
1095	0.3413414299
1096	0.3413385644
1097	0.341334864
1098	0.3413287261
1099	0.3413249939
1100	0.3413214589
1101	0.3413183195
1102	0.3413113849
1103	0.3413091504
1104	0.3413052368
1105	0.3413009985
1106	0.3412958757
1107	0.3412929053
1108	0.3412898863
1109	0.3412842773
1110	0.3412784477
1111	0.3412757361
1112	0.3412725001
1113	0.3412692654
1114	0.341264714
1115	0.341260997
1116	0.3412592702
1117	0.3412565672
1118	0.3412519456
1119	0.341248662
1120	0.3412454077
1121	0.341241127
1122	0.3412356171
1123	0.3412323622
1124	0.341228511
1125	0.3412231274
1126	0.341219708
1127	0.3412136768
1128	0.3412105312
1129	0.3412059521
1130	0.3412017957
1131	0.3411982695
1132	0.3411929409
1133	0.3411911089
1134	0.3411873195
1135	0.3411846261
1136	0.341180959
1137	0.341178346
1138	0.3411747104
1139	0.3411697067
1140	0.3411677559
1141	0.341165222
1142	0.3411616485
1143	0.3411587002
1144	0.3411539463
1145	0.3411491474
1146	0.3411456114
1147	0.341141915
1148	0.3411388361
1149	0.3411276827
1150	0.3411200919
1151	0.3411181859
1152	0.3411137062
1153	0.3411113174
1154	0.3411085326
1155	0.3411042292
1156	0.3411021207
1157	0.3410962758
1158	0.3410921904
1159	0.3410890861
1160	0.3410852305
1161	0.3410812279
1162	0.3410799999
1163	0.3410774597
1164	0.3410746737
1165	0.3410730561
1166	0.3410708083
1167	0.3410653113
1168	0.3410626372
1169	0.3410578795
1170	0.3410543235
1171	0.3410504132
1172	0.3410475116
1173	0.3410426232
1174	0.3410339705
1175	0.3410313753
1176	0.34102816
1177	0.3410251075
1178	0.3410217253
1179	0.341018901
1180	0.3410158305
1181	0.3410146036
1182	0.341011573
1183	0.3410073245
1184	0.3410043935
1185	0.3410012319
1186	0.3409983998
1187	0.3409960926
1188	0.3409928951
1189	0.340990671
1190	0.3409877691
1191	0.3409821982
1192	0.3409794611
1193	0.3409746455
1194	0.3409723551
1195	0.3409693885
1196	0.3409643915
1197	0.3409607126
1198	0.3409576212
1199	0.3409545853
1200	0.3409511089
1201	0.3409493465
1202	0.3409454056
1203	0.3409430564
1204	0.3409376725
1205	0.3409338739
1206	0.3409308077
1207	0.3409264057
1208	0.3409203107
1209	0.3409166973
1210	0.3409119755
1211	0.3409084092
1212	0.340905238
1213	0.340902172
1214	0.3408945398
1215	0.340891414
1216	0.3408876493
1217	0.3408844533
1218	0.3408804502
1219	0.3408750997
1220	0.3408727142
1221	0.3408695863
1222	0.3408677002
1223	0.3408638735
1224	0.3408606866
1225	0.3408588384
1226	0.3408545162
1227	0.3408507662
1228	0.340846487
1229	0.3408430244
1230	0.3408388597
1231	0.3408359202
1232	0.340833204
1233	0.3408294988
1234	0.3408269281
1235	0.3408231983
1236	0.3408201188
1237	0.3408166817
1238	0.3408138198
1239	0.3408099851
1240	0.3408047716
1241	0.3407992298
1242	0.3407958902
1243	0.3407924623
1244	0.3407876978
1245	0.3407829659
1246	0.3407773369
1247	0.3407748198
1248	0.3407714613
1249	0.3407679659
1250	0.3407661154
1251	0.3407614782
1252	0.3407587227
1253	0.3407557817
1254	0.3407528178
1255	0.3407498852
1256	0.3407461952
1257	0.3407426484
1258	0.3407404589
1259	0.3407352774
1260	0.3407314832
1261	0.3407284176
1262	0.3407260146
1263	0.3407216833
1264	0.3407175217
1265	0.3407145875
1266	0.3407117296
1267	0.3407093305
1268	0.3407066576
1269	0.3407016803
1270	0.340697359
1271	0.3406938941
1272	0.3406899082
1273	0.3406884251
1274	0.340684901
1275	0.3406803052
1276	0.3406749158
1277	0.3406691669
1278	0.3406635239
1279	0.3406599179
1280	0.3406575652
1281	0.3406538318
1282	0.3406506521
1283	0.3406469104
1284	0.340644418
1285	0.3406405834
1286	0.3406363631
1287	0.3406319055
1288	0.3406289155
1289	0.340625596
1290	0.3406223758
1291	0.3406182902
1292	0.3406143723
1293	0.3406105078
1294	0.3406076901
1295	0.3406038269
1296	0.3405996809
1297	0.340598033
1298	0.340595354
1299	0.3405928391
1300	0.3405893572
1301	0.3405858169
1302	0.3405820597
1303	0.3405805075
1304	0.3405781084
1305	0.3405744994
1306	0.3405699016
1307	0.340566196
1308	0.3405627545
1309	0.3405603612
1310	0.3405585546
1311	0.3405548755
1312	0.3405532341
1313	0.3405480419
1314	0.3405447917
1315	0.3405428299
1316	0.340540853
1317	0.3405359103
1318	0.3405333674
1319	0.3405316791
1320	0.3405285946
1321	0.340526433
1322	0.3405223387
1323	0.3405194473
1324	0.3405172463
1325	0.3405129051
1326	0.3405097995
1327	0.3405062394
1328	0.3405023866
1329	0.3404972218
1330	0.3404944224
1331	0.340490963
1332	0.3404871266
1333	0.3404827853
1334	0.3404800572
1335	0.3404768621
1336	0.3404743062
1337	0.3404692535
1338	0.340466394
1339	0.3404615406
1340	0.3404578641
1341	0.3404553708
1342	0.3404491133
1343	0.3404467685
1344	0.3404440087
1345	0.3404415964
1346	0.3404391139
1347	0.3404351871
1348	0.3404325183
1349	0.3404290058
1350	0.3404263225
1351	0.3404228835
1352	0.3404196947
1353	0.340416026
1354	0.3404134641
1355	0.340408853
1356	0.3404062791
1357	0.3404004466
1358	0.3403974109
1359	0.3403926408
1360	0.3403897262
1361	0.3403846387
1362	0.3403812741
1363	0.3403771177
1364	0.3403737011
1365	0.3403535142
1366	0.3403497191
1367	0.340347197
1368	0.3403442207
1369	0.3403413246
1370	0.3403397977
1371	0.3403371099
1372	0.3403348286
1373	0.3403320833
1374	0.3403288485
1375	0.3403244455
1376	0.3403214192
1377	0.3403191954
1378	0.3403011836
1379	0.3402993595
1380	0.3402972848
1381	0.3402928415
1382	0.340288398
1383	0.3402864814
1384	0.3402815019
1385	0.3402777977
1386	0.3402754517
1387	0.3402735116
1388	0.3402703848
1389	0.3402670675
1390	0.3402626231
1391	0.3402584012
1392	0.3402565786
1393	0.3402526312
1394	0.340251307
1395	0.3402487353
1396	0.3402443502
1397	0.3402401434
1398	0.34023831
1399	0.3402348491
1400	0.340232723
1401	0.3402290997
1402	0.3402243293
1403	0.3402207685
1404	0.3402175235
1405	0.3402159543
1406	0.3402121602
1407	0.3402096422
1408	0.3402075995
1409	0.340204709
1410	0.3402015665
1411	0.3401975981
1412	0.340193417
1413	0.340189679
1414	0.340186409
1415	0.3401832568
1416	0.3401780422
1417	0.3401752687
1418	0.3401723238
1419	0.3401679869
1420	0.340164732
1421	0.3401616341
1422	0.3401560814
1423	0.3401530475
1424	0.3401496064
1425	0.3401484971
1426	0.3401454704
1427	0.3401414282
1428	0.3401389276
1429	0.3401330161
1430	0.3401309198
1431	0.3401278202
1432	0.3401237895
1433	0.3401206106
1434	0.340118435
1435	0.3401158426
1436	0.3401136014
1437	0.3401108719
1438	0.3401083292
1439	0.3401057367
1440	0.340102039
1441	0.3400983203
1442	0.3400949739
1443	0.3400935639
1444	0.3400907888
1445	0.3400881239
1446	0.3400849884
1447	0.3400749782
1448	0.3400684943
1449	0.3400639155
1450	0.3400620819
1451	0.3400595407
1452	0.3400574787
1453	0.3400537561
1454	0.3400506757
1455	0.3400480416
1456	0.3400448527
1457	0.3400424367
1458	0.3400406194
1459	0.340037003
1460	0.3400299475
1461	0.3400267122
1462	0.340023425
1463	0.3400189465
1464	0.3400156078
1465	0.3400121848
1466	0.3400074196
1467	0.3400048122
1468	0.3400028505
1469	0.3400013468
1470	0.3399964796
1471	0.3399941221
1472	0.3399910036
1473	0.3399890739
1474	0.3399851991
1475	0.3399828308
1476	0.3399794766
1477	0.3399771064
1478	0.3399758521
1479	0.3399721698
1480	0.339969054
1481	0.3399670346
1482	0.3399651089
1483	0.3399607712
1484	0.3399574426
1485	0.3399529973
1486	0.3399487072
1487	0.3399465265
1488	0.3399419534
1489	0.3399391716
1490	0.3399371681
1491	0.3399325595
1492	0.3399293218
1493	0.3399262698
1494	0.3399226796
1495	0.3399183848
1496	0.3399164788
1497	0.3399139611
1498	0.3399102652
1499	0.3399076961
1500	0.3399059607
1501	0.3399033847
1502	0.3398999772
1503	0.3398970684
1504	0.3398932819
1505	0.3398905419
1506	0.3398890219
1507	0.3398856231
1508	0.3398818636
1509	0.3398786878
1510	0.339876706
1511	0.3398729612
1512	0.3398707144
1513	0.3398685958
1514	0.339865899
